,time_unix,lon,lat,date time
425,1770676822,-15823.0932,2127.688,2026-02-09 22:40:22
426,1770676859,-15823.0989,2127.6927,2026-02-09 22:40:59
427,1770676895,-15823.1058,2127.6993,2026-02-09 22:41:35
428,1770676927,-15823.1119,2127.7088,2026-02-09 22:42:07
429,1770685024,-15822.4739,2126.995,2026-02-10 00:57:04
430,1770685056,-15822.4818,2127.0024,2026-02-10 00:57:36
431,1770685531,-15822.604,2127.0795,2026-02-10 01:05:31
432,1770685567,-15822.6148,2127.0884,2026-02-10 01:06:07
433,1770693679,-15821.9107,2126.2776,2026-02-10 03:21:19
434,1770693711,-15821.9178,2126.2819,2026-02-10 03:21:51
435,1770694277,-15822.0258,2126.3838,2026-02-10 03:31:17
436,1770694313,-15822.0327,2126.3894,2026-02-10 03:31:53
437,1770694349,-15822.0383,2126.397,2026-02-10 03:32:29
438,1770694381,-15822.0434,2126.4047,2026-02-10 03:33:01
439,1770702525,-15821.181,2125.4998,2026-02-10 05:48:45
440,1770702562,-15821.1839,2125.5044,2026-02-10 05:49:22
441,1770703293,-15821.235,2125.6116,2026-02-10 06:01:33
442,1770703329,-15821.2349,2125.6168,2026-02-10 06:02:09
443,1770703361,-15821.2356,2125.6265,2026-02-10 06:02:41
444,1770711557,-15822.3057,2124.8178,2026-02-10 08:19:17
445,1770711593,-15822.306,2124.8261,2026-02-10 08:19:53
446,1770712383,-15822.32,2124.9944,2026-02-10 08:33:03
447,1770712415,-15822.3135,2124.9989,2026-02-10 08:33:35
448,1770712455,-15822.3208,2125.0141,2026-02-10 08:34:15
449,1770720974,-15823.6668,2124.4231,2026-02-10 10:56:14
450,1770721006,-15823.6661,2124.4285,2026-02-10 10:56:46
451,1770721520,-15823.6818,2124.5057,2026-02-10 11:05:20
452,1770721552,-15823.6826,2124.5106,2026-02-10 11:05:52
453,1770721588,-15823.6813,2124.5179,2026-02-10 11:06:28
454,1770730590,-15824.8342,2123.9191,2026-02-10 13:36:30
455,1770730626,-15824.8335,2123.9226,2026-02-10 13:37:06
456,1770731230,-15824.7892,2123.9824,2026-02-10 13:47:10
457,1770731262,-15824.7861,2123.986,2026-02-10 13:47:42
458,1770731298,-15824.7894,2123.989,2026-02-10 13:48:18
459,1770740783,-15825.9301,2123.1729,2026-02-10 16:26:23
460,1770740819,-15825.9281,2123.1723,2026-02-10 16:26:59
461,1770741273,-15825.9168,2123.1698,2026-02-10 16:34:33
462,1770741309,-15825.9163,2123.1667,2026-02-10 16:35:09
463,1770741345,-15825.9168,2123.1577,2026-02-10 16:35:45
464,1770752002,-15826.9702,2122.23,2026-02-10 19:33:22
465,1770752716,-15826.8571,2122.2932,2026-02-10 19:45:16
466,1770752759,-15826.8499,2122.2977,2026-02-10 19:45:59
467,1770752791,-15826.8433,2122.3001,2026-02-10 19:46:31
468,1770763043,-15827.9256,2121.4934,2026-02-10 22:37:23
469,1770763079,-15827.9328,2121.4946,2026-02-10 22:37:59
470,1770763537,-15827.9057,2121.5573,2026-02-10 22:45:37
471,1770763573,-15827.9032,2121.5624,2026-02-10 22:46:13
472,1770763609,-15827.8964,2121.5706,2026-02-10 22:46:49
473,1770773953,-15829.3364,2120.9416,2026-02-11 01:39:13
474,1770773989,-15829.3373,2120.9452,2026-02-11 01:39:49
475,1770774568,-15829.3332,2120.994,2026-02-11 01:49:28
476,1770774604,-15829.332,2120.9972,2026-02-11 01:50:04
477,1770774636,-15829.3336,2121,2026-02-11 01:50:36
478,1770784958,-15830.6594,2120.1827,2026-02-11 04:42:38
479,1770784995,-15830.654,2120.1829,2026-02-11 04:43:15
480,1770785489,-15830.6523,2120.2387,2026-02-11 04:51:29
481,1770785525,-15830.6524,2120.2423,2026-02-11 04:52:05
482,1770785557,-15830.6529,2120.2476,2026-02-11 04:52:37
483,1770795837,-15831.904,2120.0454,2026-02-11 07:43:57
484,1770795873,-15831.9087,2120.0519,2026-02-11 07:44:33
485,1770796806,-15831.7672,2120.1945,2026-02-11 08:00:06
486,1770796842,-15831.7598,2120.2004,2026-02-11 08:00:42
487,1770796878,-15831.7473,2120.1994,2026-02-11 08:01:18
488,1770812181,-15833.9651,2120.726,2026-02-11 12:16:21
489,1770812860,-15833.9625,2120.8005,2026-02-11 12:27:40
490,1770812897,-15833.9616,2120.8054,2026-02-11 12:28:17
491,1770812933,-15833.9624,2120.8083,2026-02-11 12:28:53
492,1770829163,-15836.4668,2121.1243,2026-02-11 16:59:23
493,1770829196,-15836.4667,2121.129,2026-02-11 16:59:56
494,1770848272,-15838.2647,2121.4105,2026-02-11 22:17:52
495,1770848307,-15838.2606,2121.4146,2026-02-11 22:18:27
496,1770848343,-15838.2577,2121.4179,2026-02-11 22:19:03
497,1770848375,-15838.2419,2121.4303,2026-02-11 22:19:35
498,1770856320,-15839.2866,2121.4783,2026-02-12 00:32:00
499,1770856361,-15839.2841,2121.4831,2026-02-12 00:32:41
500,1770857122,-15839.2492,2121.5727,2026-02-12 00:45:22
501,1770857158,-15839.2477,2121.5756,2026-02-12 00:45:58
502,1770858193,-15839.3319,2121.725,2026-02-12 01:03:13
503,1770858225,-15839.3299,2121.7301,2026-02-12 01:03:45
504,1770859142,-15839.2957,2121.8657,2026-02-12 01:19:02
505,1770859178,-15839.2942,2121.8703,2026-02-12 01:19:38
506,1770859214,-15839.2915,2121.8713,2026-02-12 01:20:14
507,1770860102,-15839.3821,2121.9604,2026-02-12 01:35:02
508,1770860138,-15839.3805,2121.9656,2026-02-12 01:35:38
509,1770860615,-15839.3658,2122.0378,2026-02-12 01:43:35
510,1770860652,-15839.3648,2122.0426,2026-02-12 01:44:12
511,1770860688,-15839.3634,2122.047,2026-02-12 01:44:48
512,1770860724,-15839.3628,2122.0513,2026-02-12 01:45:24
513,1770860760,-15839.3593,2122.0555,2026-02-12 01:46:00
514,1770860792,-15839.3574,2122.0652,2026-02-12 01:46:32
515,1770862056,-15839.5005,2122.1656,2026-02-12 02:07:36
516,1770862092,-15839.4994,2122.1707,2026-02-12 02:08:12
517,1770863245,-15839.4777,2122.3668,2026-02-12 02:27:25
518,1770863277,-15839.4769,2122.3744,2026-02-12 02:27:57
519,1770863313,-15839.4716,2122.3805,2026-02-12 02:28:33
520,1770882282,-15840.913,2121.259,2026-02-12 07:44:42
521,1770882322,-15840.908,2121.2685,2026-02-12 07:45:22
522,1770882938,-15840.8071,2121.3875,2026-02-12 07:55:38
523,1770882974,-15840.8019,2121.3983,2026-02-12 07:56:14
524,1770900798,-15842.823,2121.2629,2026-02-12 12:53:18
525,1770900835,-15842.8188,2121.269,2026-02-12 12:53:55
526,1770901642,-15842.7233,2121.3792,2026-02-12 13:07:22
527,1770901678,-15842.718,2121.3856,2026-02-12 13:07:58
528,1770901710,-15842.7148,2121.3909,2026-02-12 13:08:30
529,1770919787,-15845.3514,2121.874,2026-02-12 18:09:47
530,1770919819,-15845.3471,2121.875,2026-02-12 18:10:19
531,1770920431,-15845.2787,2121.9116,2026-02-12 18:20:31
532,1770920469,-15845.275,2121.9137,2026-02-12 18:21:09
533,1770920505,-15845.2711,2121.9158,2026-02-12 18:21:45
534,1770938349,-15847.3732,2122.0164,2026-02-12 23:19:09
535,1770938382,-15847.3742,2122.0171,2026-02-12 23:19:42
536,1770938974,-15847.3711,2122.0425,2026-02-12 23:29:34
537,1770939006,-15847.3705,2122.0438,2026-02-12 23:30:06
538,1770939042,-15847.3702,2122.0455,2026-02-12 23:30:42
539,1770939078,-15847.3702,2122.0468,2026-02-12 23:31:18
540,1770957039,-15849.6355,2122.3384,2026-02-13 04:30:39
541,1770957071,-15849.6383,2122.3457,2026-02-13 04:31:11
542,1770957844,-15849.6877,2122.5149,2026-02-13 04:44:04
543,1770957880,-15849.6865,2122.5204,2026-02-13 04:44:40
544,1770957912,-15849.6849,2122.5283,2026-02-13 04:45:12
545,1770976274,-15851.8438,2123.0352,2026-02-13 09:51:14
546,1770976307,-15851.8449,2123.0465,2026-02-13 09:51:47
547,1770977001,-15851.8304,2123.2679,2026-02-13 10:03:21
548,1770977037,-15851.8289,2123.2767,2026-02-13 10:03:57
549,1770977073,-15851.8203,2123.2914,2026-02-13 10:04:33
550,1770996631,-15853.815,2122.5655,2026-02-13 15:30:31
551,1770996668,-15853.8132,2122.5744,2026-02-13 15:31:08
552,1770997260,-15853.7722,2122.7099,2026-02-13 15:41:00
553,1770997292,-15853.7729,2122.7152,2026-02-13 15:41:32
554,1771016918,-15855.7974,2122.8077,2026-02-13 21:08:38
555,1771016950,-15855.7948,2122.8138,2026-02-13 21:09:10
556,1771018960,-15855.6629,2123.1162,2026-02-13 21:42:40
557,1771018992,-15855.657,2123.1211,2026-02-13 21:43:12
558,1771047441,-15858.9445,2122.915,2026-02-14 05:37:21
559,1771047482,-15858.9458,2122.9234,2026-02-14 05:38:02
560,1771048132,-15858.9712,2123.0599,2026-02-14 05:48:52
561,1771048168,-15858.9716,2123.0668,2026-02-14 05:49:28
562,1771048204,-15858.9702,2123.0723,2026-02-14 05:50:04
563,1771048236,-15858.9711,2123.0713,2026-02-14 05:50:36
564,1771075448,-15902.0211,2123.9603,2026-02-14 13:24:08
565,1771075480,-15902.0272,2123.9645,2026-02-14 13:24:40
566,1771116767,-15907.6049,2124.4035,2026-02-15 00:52:47
567,1771116803,-15907.607,2124.4069,2026-02-15 00:53:23
568,1771136133,-15910.5554,2124.5792,2026-02-15 06:15:33
569,1771136174,-15910.5613,2124.5811,2026-02-15 06:16:14
570,1771136790,-15910.67,2124.6192,2026-02-15 06:26:30
571,1771136822,-15910.6698,2124.6205,2026-02-15 06:27:02
572,1771136858,-15910.6747,2124.6178,2026-02-15 06:27:38
573,1771156350,-15913.2313,2125.2542,2026-02-15 11:52:30
574,1771156389,-15913.236,2125.2583,2026-02-15 11:53:09
575,1771177300,-15915.6773,2124.8519,2026-02-15 17:41:40
576,1771177332,-15915.6783,2124.8544,2026-02-15 17:42:12
577,1771177368,-15915.6824,2124.8575,2026-02-15 17:42:48
578,1771205016,-15919.496,2123.9789,2026-02-16 01:23:36
579,1771205057,-15919.5058,2123.9786,2026-02-16 01:24:17
580,1771233879,-15924.1573,2124.4244,2026-02-16 09:24:39
581,1771233911,-15924.1623,2124.4228,2026-02-16 09:25:11
582,1771253398,-15926.8955,2124.3764,2026-02-16 14:49:58
583,1771253434,-15926.9007,2124.3761,2026-02-16 14:50:34
584,1771254187,-15927.0157,2124.4166,2026-02-16 15:03:07
585,1771254223,-15927.0172,2124.4203,2026-02-16 15:03:43
586,1771254259,-15926.9973,2124.4368,2026-02-16 15:04:19
587,1771273769,-15929.6173,2124.0357,2026-02-16 20:29:29
588,1771274356,-15929.7502,2124.0099,2026-02-16 20:39:16
589,1771274392,-15929.7598,2124.0099,2026-02-16 20:39:52
590,1771274428,-15929.7683,2124.0131,2026-02-16 20:40:28
591,1771293353,-15932.6007,2123.8097,2026-02-17 01:55:53
592,1771293394,-15932.6087,2123.8136,2026-02-17 01:56:34
593,1771293997,-15932.7176,2123.8491,2026-02-17 02:06:37
594,1771294033,-15932.7249,2123.8505,2026-02-17 02:07:13
595,1771294065,-15932.7195,2123.8294,2026-02-17 02:07:45
596,1771313256,-15935.9206,2123.6911,2026-02-17 07:27:36
597,1771313297,-15935.9307,2123.6885,2026-02-17 07:28:17
598,1771313992,-15936.1131,2123.6355,2026-02-17 07:39:52
599,1771314028,-15936.1192,2123.6343,2026-02-17 07:40:28
600,1771314060,-15936.1242,2123.6327,2026-02-17 07:41:00
601,1771333358,-15939.1541,2123.5844,2026-02-17 13:02:38
602,1771333399,-15939.1647,2123.5878,2026-02-17 13:03:19
603,1771333991,-15939.3159,2123.6168,2026-02-17 13:13:11
604,1771334027,-15939.328,2123.6163,2026-02-17 13:13:47
605,1771353233,-15942.334,2123.2567,2026-02-17 18:33:53
606,1771353274,-15942.3415,2123.2586,2026-02-17 18:34:34
607,1771374004,-15945.7904,2122.8791,2026-02-18 00:20:04
608,1771374036,-15945.7991,2122.8805,2026-02-18 00:20:36
609,1771374072,-15945.8012,2122.8827,2026-02-18 00:21:12
610,1771393223,-15948.9375,2122.1774,2026-02-18 05:40:23
611,1771393263,-15948.9436,2122.179,2026-02-18 05:41:03
612,1771393889,-15949.0228,2122.1824,2026-02-18 05:51:29
613,1771393925,-15949.0261,2122.1819,2026-02-18 05:52:05
614,1771393957,-15949.0285,2122.1817,2026-02-18 05:52:37
615,1771393993,-15949.0291,2122.1805,2026-02-18 05:53:13
616,1771413020,-15952.1303,2122.3193,2026-02-18 11:10:20
617,1771413056,-15952.1378,2122.319,2026-02-18 11:10:56
618,1771433623,-15955.687,2121.8494,2026-02-18 16:53:43
619,1771433659,-15955.6937,2121.8484,2026-02-18 16:54:19
620,1771433691,-15955.6984,2121.851,2026-02-18 16:54:51
621,1771452879,-15959.0126,2122.0465,2026-02-18 22:14:39
622,1771452911,-15959.0212,2122.0477,2026-02-18 22:15:11
623,1771453474,-15959.1534,2122.0695,2026-02-18 22:24:34
624,1771453506,-15959.1466,2122.0718,2026-02-18 22:25:06
625,1771472780,-16002.7579,2121.7573,2026-02-19 03:46:20
626,1771472816,-16002.763,2121.7557,2026-02-19 03:46:56
627,1771473385,-16002.8608,2121.7294,2026-02-19 03:56:25
628,1771473417,-16002.8677,2121.728,2026-02-19 03:56:57
629,1771473453,-16002.873,2121.7258,2026-02-19 03:57:33
630,1771473485,-16002.8689,2121.732,2026-02-19 03:58:05
631,1771492549,-16005.8468,2121.5875,2026-02-19 09:15:49
632,1771492581,-16005.8529,2121.588,2026-02-19 09:16:21
633,1771493237,-16005.9786,2121.6001,2026-02-19 09:27:17
634,1771493273,-16005.9831,2121.6022,2026-02-19 09:27:53
635,1771493309,-16005.9859,2121.604,2026-02-19 09:28:29
636,1771512623,-16009.0616,2121.0206,2026-02-19 14:50:23
637,1771512664,-16009.0629,2121.0168,2026-02-19 14:51:04
638,1771513359,-16009.0822,2120.9273,2026-02-19 15:02:39
639,1771513395,-16009.0832,2120.9228,2026-02-19 15:03:15
640,1771513427,-16009.083,2120.9189,2026-02-19 15:03:47
641,1771513463,-16009.0867,2120.9196,2026-02-19 15:04:23
642,1771532648,-16012.1781,2121.1747,2026-02-19 20:24:08
643,1771532681,-16012.1852,2121.1723,2026-02-19 20:24:41
644,1771533364,-16012.3307,2121.1004,2026-02-19 20:36:04
645,1771533400,-16012.3375,2121.0973,2026-02-19 20:36:40
646,1771533432,-16012.3444,2121.0925,2026-02-19 20:37:12
647,1771533468,-16012.3526,2121.0825,2026-02-19 20:37:48
648,1771552782,-16015.3135,2120.9891,2026-02-20 01:59:42
649,1771552818,-16015.3182,2120.9877,2026-02-20 02:00:18
650,1771553394,-16015.3869,2120.9605,2026-02-20 02:09:54
651,1771553426,-16015.3881,2120.9598,2026-02-20 02:10:26
652,1771553462,-16015.3829,2120.965,2026-02-20 02:11:02
653,1771572567,-16018.4243,2119.9537,2026-02-20 07:29:27
654,1771573139,-16018.5138,2119.9623,2026-02-20 07:38:59
655,1771573171,-16018.5204,2119.9621,2026-02-20 07:39:31
656,1771573207,-16018.5223,2119.9649,2026-02-20 07:40:07
657,1771592427,-16021.5941,2119.7009,2026-02-20 13:00:27
658,1771592468,-16021.5966,2119.6998,2026-02-20 13:01:08
659,1771593068,-16021.628,2119.6669,2026-02-20 13:11:08
660,1771593104,-16021.6245,2119.665,2026-02-20 13:11:44
661,1771593136,-16021.6154,2119.6592,2026-02-20 13:12:16
662,1771612610,-16024.5402,2118.6551,2026-02-20 18:36:50
663,1771612642,-16024.5471,2118.6534,2026-02-20 18:37:22
664,1771613482,-16024.6851,2118.6053,2026-02-20 18:51:22
665,1771613518,-16024.6927,2118.6049,2026-02-20 18:51:58
666,1771613554,-16024.696,2118.6044,2026-02-20 18:52:34
667,1771632655,-16027.9217,2117.9883,2026-02-21 00:10:55
668,1771632687,-16027.9242,2117.9846,2026-02-21 00:11:27
669,1771633350,-16027.9788,2117.9244,2026-02-21 00:22:30
670,1771633382,-16027.9828,2117.9204,2026-02-21 00:23:02
671,1771633418,-16027.9856,2117.921,2026-02-21 00:23:38
672,1771652701,-16030.5121,2117.0979,2026-02-21 05:45:01
673,1771652733,-16030.5192,2117.0926,2026-02-21 05:45:33
674,1771653363,-16030.6301,2117.0297,2026-02-21 05:56:03
675,1771653399,-16030.6361,2117.0257,2026-02-21 05:56:39
676,1771653431,-16030.6406,2117.022,2026-02-21 05:57:11
677,1771653467,-16030.6423,2117.0144,2026-02-21 05:57:47
678,1771672397,-16034.0746,2116.1327,2026-02-21 11:13:17
679,1771672433,-16034.0822,2116.1323,2026-02-21 11:13:53
680,1771673069,-16034.2142,2116.1455,2026-02-21 11:24:29
681,1771673101,-16034.2202,2116.1467,2026-02-21 11:25:01
682,1771673137,-16034.2247,2116.1459,2026-02-21 11:25:37
683,1771692274,-16036.6574,2115.5927,2026-02-21 16:44:34
684,1771692311,-16036.6681,2115.5942,2026-02-21 16:45:11
685,1771693184,-16036.8778,2115.639,2026-02-21 16:59:44
686,1771693220,-16036.8872,2115.6408,2026-02-21 17:00:20
687,1771693252,-16036.8939,2115.6423,2026-02-21 17:00:52
688,1771712336,-16039.8572,2114.6106,2026-02-21 22:18:56
689,1771712372,-16039.8652,2114.614,2026-02-21 22:19:32
690,1771713043,-16040.0121,2114.6829,2026-02-21 22:30:43
691,1771713075,-16040.0179,2114.6862,2026-02-21 22:31:15
692,1771713111,-16040.027,2114.6883,2026-02-21 22:31:51
693,1771732393,-16041.8474,2113.4505,2026-02-22 03:53:13
694,1771732433,-16041.8493,2113.4519,2026-02-22 03:53:53
695,1771733167,-16041.8923,2113.4441,2026-02-22 04:06:07
696,1771733203,-16041.8932,2113.4441,2026-02-22 04:06:43
697,1771733239,-16041.8907,2113.4444,2026-02-22 04:07:19
698,1771752487,-16039.4392,2113.6797,2026-02-22 09:28:07
699,1771752524,-16039.4445,2113.678,2026-02-22 09:28:44
700,1771753095,-16039.5188,2113.6468,2026-02-22 09:38:15
701,1771753127,-16039.5238,2113.6442,2026-02-22 09:38:47
702,1771753163,-16039.5314,2113.6458,2026-02-22 09:39:23
703,1771772308,-16037.0859,2114.0942,2026-02-22 14:58:28
704,1771772341,-16037.0853,2114.0884,2026-02-22 14:59:01
705,1771772909,-16037.0909,2113.9912,2026-02-22 15:08:29
706,1771772941,-16037.0926,2113.9847,2026-02-22 15:09:01
707,1771772977,-16037.093,2113.9791,2026-02-22 15:09:37
708,1771773013,-16037.0899,2113.9745,2026-02-22 15:10:13
709,1771792231,-16034.7356,2114.6338,2026-02-22 20:30:31
710,1771792267,-16034.7425,2114.6262,2026-02-22 20:31:07
711,1771792827,-16034.8546,2114.5161,2026-02-22 20:40:27
712,1771792863,-16034.8609,2114.5099,2026-02-22 20:41:03
713,1771792899,-16034.8696,2114.5043,2026-02-22 20:41:39
714,1771792931,-16034.8791,2114.501,2026-02-22 20:42:11
715,1771811878,-16032.8677,2115.2249,2026-02-23 01:57:58
716,1771811914,-16032.8779,2115.2163,2026-02-23 01:58:34
717,1771812514,-16033.0316,2115.0852,2026-02-23 02:08:34
718,1771812550,-16033.0439,2115.0692,2026-02-23 02:09:10
719,1771812582,-16033.0566,2115.0729,2026-02-23 02:09:42
720,1771831651,-16030.3848,2115.8518,2026-02-23 07:27:31
721,1771831692,-16030.3968,2115.8493,2026-02-23 07:28:12
722,1771832712,-16030.6829,2115.784,2026-02-23 07:45:12
723,1771832748,-16030.6928,2115.7819,2026-02-23 07:45:48
724,1771832784,-16030.6987,2115.7847,2026-02-23 07:46:24
725,1771852006,-16028.8971,2116.4172,2026-02-23 13:06:46
726,1771852042,-16028.9045,2116.4163,2026-02-23 13:07:22
727,1771852629,-16029.0167,2116.4018,2026-02-23 13:17:09
728,1771852661,-16029.0242,2116.3996,2026-02-23 13:17:41
729,1771852697,-16029.0329,2116.3941,2026-02-23 13:18:17
730,1771871842,-16026.5975,2117.383,2026-02-23 18:37:22
731,1771872824,-16026.7722,2117.2321,2026-02-23 18:53:44
732,1771872857,-16026.7777,2117.2283,2026-02-23 18:54:17
733,1771872893,-16026.7838,2117.2256,2026-02-23 18:54:53
734,1771872929,-16026.7886,2117.2223,2026-02-23 18:55:29
735,1771892164,-16024.7055,2117.4378,2026-02-24 00:16:04
736,1771892197,-16024.7128,2117.4339,2026-02-24 00:16:37
737,1771892670,-16024.7886,2117.3856,2026-02-24 00:24:30
738,1771892702,-16024.7919,2117.3846,2026-02-24 00:25:02
739,1771892738,-16024.7984,2117.3833,2026-02-24 00:25:38
740,1771892774,-16024.8035,2117.387,2026-02-24 00:26:14
741,1771911893,-16022.3752,2118.5792,2026-02-24 05:44:53
742,1771911930,-16022.3822,2118.5766,2026-02-24 05:45:30
743,1771912455,-16022.4953,2118.5538,2026-02-24 05:54:15
744,1771912491,-16022.5028,2118.5531,2026-02-24 05:54:51
745,1771912527,-16022.5079,2118.553,2026-02-24 05:55:27
746,1771932720,-16020.3043,2119.357,2026-02-24 11:32:00
747,1771932752,-16020.3099,2119.3548,2026-02-24 11:32:32
748,1771933327,-16020.4108,2119.3347,2026-02-24 11:42:07
749,1771933363,-16020.4165,2119.3334,2026-02-24 11:42:43
750,1771933399,-16020.4225,2119.3315,2026-02-24 11:43:19
751,1771933431,-16020.4261,2119.3311,2026-02-24 11:43:51
752,1771952540,-16018.5194,2120.6131,2026-02-24 17:02:20
753,1771952577,-16018.5242,2120.6108,2026-02-24 17:02:57
754,1771993548,-16014.2754,2120.0746,2026-02-25 04:25:48
755,1771993584,-16014.2802,2120.0755,2026-02-25 04:26:24
756,1771993620,-16014.2833,2120.0758,2026-02-25 04:27:00
757,1771993652,-16014.2841,2120.0821,2026-02-25 04:27:32
758,1772012937,-16011.6006,2120.301,2026-02-25 09:48:57
759,1772012974,-16011.6048,2120.2939,2026-02-25 09:49:34
760,1772013970,-16011.726,2120.1367,2026-02-25 10:06:10
761,1772014002,-16011.731,2120.13,2026-02-25 10:06:42
762,1772014038,-16011.7297,2120.1285,2026-02-25 10:07:18
763,1772014074,-16011.7249,2120.1259,2026-02-25 10:07:54
764,1772033391,-16009.0579,2120.4609,2026-02-25 15:29:51
765,1772034288,-16009.1396,2120.4498,2026-02-25 15:44:48
766,1772034321,-16009.1418,2120.4496,2026-02-25 15:45:21
767,1772034357,-16009.1421,2120.4522,2026-02-25 15:45:57
768,1772053609,-16006.4193,2120.3694,2026-02-25 21:06:49
769,1772053642,-16006.4196,2120.3659,2026-02-25 21:07:22
770,1772074860,-16003.6049,2120.533,2026-02-26 03:01:00
771,1772074892,-16003.6104,2120.5361,2026-02-26 03:01:32
772,1772086102,-16002.5374,2121.134,2026-02-26 06:08:22
773,1772086138,-16002.5433,2121.1384,2026-02-26 06:08:58
774,1772086783,-16002.6322,2121.2185,2026-02-26 06:19:43
775,1772086819,-16002.6368,2121.2233,2026-02-26 06:20:19
776,1772086851,-16002.638,2121.2259,2026-02-26 06:20:51
777,1772114459,-15958.6634,2121.147,2026-02-26 14:00:59
778,1772114491,-15958.6658,2121.1476,2026-02-26 14:01:31
779,1772144283,-15955.112,2122.0685,2026-02-26 22:18:03
780,1772144319,-15955.1134,2122.0694,2026-02-26 22:18:39
781,1772144351,-15955.1113,2122.0748,2026-02-26 22:19:11
782,1772171736,-15951.046,2122.0277,2026-02-27 05:55:36
783,1772171772,-15951.0495,2122.0368,2026-02-27 05:56:12
784,1772258674,-15939.1351,2123.5569,2026-02-28 06:04:34
785,1772258706,-15939.1367,2123.5603,2026-02-28 06:05:06
786,1772258742,-15939.1359,2123.565,2026-02-28 06:05:42
787,1772285881,-15934.8903,2124.1639,2026-02-28 13:38:01
788,1772285917,-15934.8864,2124.167,2026-02-28 13:38:37
789,1772286998,-15934.7717,2124.2626,2026-02-28 13:56:38
790,1772287034,-15934.7683,2124.265,2026-02-28 13:57:14
791,1772287066,-15934.7649,2124.267,2026-02-28 13:57:46
792,1772287102,-15934.7619,2124.2702,2026-02-28 13:58:22
793,1772314729,-15930.6309,2124.1266,2026-02-28 21:38:49
794,1772314761,-15930.6346,2124.1324,2026-02-28 21:39:21
795,1772315894,-15930.7619,2124.3237,2026-02-28 21:58:14
796,1772315930,-15930.7628,2124.3294,2026-02-28 21:58:50
797,1772315962,-15930.7646,2124.3324,2026-02-28 21:59:22
798,1772343244,-15926.8695,2123.6702,2026-03-01 05:34:04
799,1772343281,-15926.8709,2123.672,2026-03-01 05:34:41
800,1772344154,-15926.9193,2123.7186,2026-03-01 05:49:14
801,1772344186,-15926.9224,2123.718,2026-03-01 05:49:46
802,1772344222,-15926.9225,2123.7195,2026-03-01 05:50:22
803,1772371049,-15922.7175,2124.5173,2026-03-01 13:17:29
804,1772371088,-15922.7186,2124.5209,2026-03-01 13:18:08
805,1772372323,-15922.7361,2124.6111,2026-03-01 13:38:43
806,1772372359,-15922.7365,2124.6145,2026-03-01 13:39:19
807,1772372391,-15922.7349,2124.6167,2026-03-01 13:39:51
808,1772399933,-15918.258,2124.7493,2026-03-01 21:18:53
809,1772399969,-15918.263,2124.758,2026-03-01 21:19:29
810,1772401203,-15918.4539,2125.0359,2026-03-01 21:40:03
811,1772401239,-15918.4599,2125.0406,2026-03-01 21:40:39
812,1772401271,-15918.4627,2125.0505,2026-03-01 21:41:11
813,1772428690,-15915.435,2123.1237,2026-03-02 05:18:10
814,1772428722,-15915.4338,2123.1263,2026-03-02 05:18:42
815,1772430213,-15915.3651,2123.2249,2026-03-02 05:43:33
816,1772430249,-15915.3662,2123.2277,2026-03-02 05:44:09
817,1772430281,-15915.364,2123.2285,2026-03-02 05:44:41
818,1772457642,-15911.1404,2123.7574,2026-03-02 13:20:42
819,1772457683,-15911.142,2123.7617,2026-03-02 13:21:23
820,1772632550,-15849.5515,2121.1087,2026-03-04 13:55:50
821,1772632586,-15849.5507,2121.1021,2026-03-04 13:56:26
822,1772659798,-15846.1624,2119.7375,2026-03-04 21:29:58
823,1772659830,-15846.1647,2119.7424,2026-03-04 21:30:30
824,1772689396,-15843.072,2119.5899,2026-03-05 05:43:16
825,1772689432,-15843.083,2119.5888,2026-03-05 05:43:52
826,1772689468,-15843.089,2119.5852,2026-03-05 05:44:28
827,1772717146,-15839.6191,2119.7927,2026-03-05 13:25:46
828,1772717183,-15839.6234,2119.7833,2026-03-05 13:26:23
829,1772718582,-15839.8015,2119.3827,2026-03-05 13:49:42
830,1772718618,-15839.8058,2119.3733,2026-03-05 13:50:18
831,1772718654,-15839.8093,2119.3635,2026-03-05 13:50:54
832,1772746351,-15836.2145,2118.5089,2026-03-05 21:32:31
833,1772746388,-15836.2232,2118.5138,2026-03-05 21:33:08
834,1772776203,-15832.4944,2118.624,2026-03-06 05:50:03
835,1772776246,-15832.489,2118.6204,2026-03-06 05:50:46
836,1772776282,-15832.4838,2118.6152,2026-03-06 05:51:22
837,1772804473,-15828.7644,2117.8482,2026-03-06 13:41:13
838,1772804513,-15828.7636,2117.8451,2026-03-06 13:41:53
839,1772833616,-15825.0068,2116.813,2026-03-06 21:46:56
840,1772833652,-15825.0142,2116.8135,2026-03-06 21:47:32
841,1772833688,-15825.0211,2116.8116,2026-03-06 21:48:08
842,1772861382,-15821.5097,2115.2964,2026-03-07 05:29:42
843,1772861418,-15821.5138,2115.2987,2026-03-07 05:30:18
844,1772890831,-15818.4444,2115.4339,2026-03-07 13:40:31
845,1772890867,-15818.4473,2115.432,2026-03-07 13:41:07
846,1772890903,-15818.4507,2115.4292,2026-03-07 13:41:43
847,1772904773,-15816.9019,2114.6971,2026-03-07 17:32:53
848,1772904814,-15816.9103,2114.7017,2026-03-07 17:33:34
849,1772905399,-15817.0459,2114.7518,2026-03-07 17:43:19
850,1772905435,-15817.0544,2114.7558,2026-03-07 17:43:55
